precision,word,speaker_id,distance,type,spk1,spk2
float64,louche,AG,0.22251725471416361,intra,,
float64,louche,AG,0.2636825314153006,intra,,
float64,louche,AG,0.23237831694714428,intra,,
float64,louche,AG,0.19305844506918235,intra,,
float64,louche,AG,0.2506779870696042,intra,,
float64,pas ceux,AG,0.0934311741357291,intra,,
float64,pas ceux,AG,0.13626397563481962,intra,,
float64,pas ceux,AG,0.1577809733805703,intra,,
float64,pas ceux,AG,0.12116351239243439,intra,,
float64,pas ceux,AG,0.1178431776340112,intra,,
float64,pas ceux,AG,0.176477646418559,intra,,
float64,pas ceux,AG,0.16049360802119828,intra,,
float64,pas ceux,AG,0.0963515270273615,intra,,
float64,pas ceux,AG,0.16394050305091068,intra,,
float64,pas ceux,AG,0.0653389577056237,intra,,
float64,pas ceux,AG,0.08623671271958366,intra,,
float64,pas ceux,AG,0.09216105824605736,intra,,
float64,pas ceux,AG,0.09390945884805457,intra,,
float64,pas ceux,AG,0.12205506514787967,intra,,
float64,pas ceux,AG,0.10779158525377053,intra,,
float64,pour gabriel,AG,0.09456575859110927,intra,,
float64,pour gabriel,AG,0.12404546266388938,intra,,
float64,pour gabriel,AG,0.057181283402483074,intra,,
float64,pour gabriel,AG,0.07344553560877298,intra,,
float64,pour gabriel,AG,0.10020761269702616,intra,,
float64,pour gabriel,AG,0.1347799606056056,intra,,
float64,pour gabriel,AG,0.0981582488305367,intra,,
float64,pour gabriel,AG,0.10448638366226581,intra,,
float64,pour gabriel,AG,0.13235444573380217,intra,,
float64,pour gabriel,AG,0.11198682937960258,intra,,
float64,pour gabriel,AG,0.08400986607011973,intra,,
float64,pour gabriel,AG,0.16646620897716424,intra,,
float64,pour gabriel,AG,0.07658891598593975,intra,,
float64,pour gabriel,AG,0.12059195251858745,intra,,
float64,pour gabriel,AG,0.11018065557973888,intra,,
float64,sérieux,AG,0.16194991384799662,intra,,
float64,sérieux,AG,0.10798573660078248,intra,,
float64,sérieux,AG,0.10051548772336583,intra,,
float64,sérieux,AG,0.12575187925136466,intra,,
float64,sérieux,AG,0.1284219800927746,intra,,
float64,sérieux,AG,0.19984874220850624,intra,,
float64,sérieux,AG,0.17243631840547036,intra,,
float64,sérieux,AG,0.09593559462468593,intra,,
float64,sérieux,AG,0.06355004551852139,intra,,
float64,sérieux,AG,0.06622275542866929,intra,,
float64,sérieux,AG,0.1946025378634496,intra,,
float64,sérieux,AG,0.167101769678501,intra,,
float64,sérieux,AG,0.18980885108692203,intra,,
float64,sérieux,AG,0.1620706686207759,intra,,
float64,sérieux,AG,0.05777619433741665,intra,,
float64,tsarine,AG,0.2171474833755448,intra,,
float64,tsarine,AG,0.11210902308301873,intra,,
float64,tsarine,AG,0.32598849742302727,intra,,
float64,tsarine,AG,0.1091137633534014,intra,,
float64,tsarine,AG,0.11444176651384419,intra,,
float64,tsarine,AG,0.2818926391197186,intra,,
float64,tsarine,AG,0.053150593697085746,intra,,
float64,tsarine,AG,0.22715200128168123,intra,,
float64,tsarine,AG,0.19788843271708612,intra,,
float64,tsarine,AG,0.40945610356215567,intra,,
float64,tsarine,AG,0.06182884874812544,intra,,
float64,tsarine,AG,0.09728443466044112,intra,,
float64,tsarine,AG,0.3414319192429276,intra,,
float64,tsarine,AG,0.29700370749369065,intra,,
float64,tsarine,AG,0.08371750671868017,intra,,
float64,tulle,AG,0.1734748055841122,intra,,
float64,tulle,AG,0.1662902998749134,intra,,
float64,tulle,AG,0.1846190421411411,intra,,
float64,tulle,AG,0.47063112945277075,intra,,
float64,tulle,AG,0.3679697410551398,intra,,
float64,tulle,AG,0.23581702489401335,intra,,
float64,tulle,AG,0.2520705562346043,intra,,
float64,tulle,AG,0.5000910265818732,intra,,
float64,tulle,AG,0.39373241204151055,intra,,
float64,tulle,AG,0.18223882540410552,intra,,
float64,tulle,AG,0.316037335339581,intra,,
float64,tulle,AG,0.2201775104238065,intra,,
float64,tulle,AG,0.41677623235520056,intra,,
float64,tulle,AG,0.34614295173687726,intra,,
float64,tulle,AG,0.06004922695421944,intra,,
float64,cache cache,AN,0.05155330320709739,intra,,
float64,cache cache,AN,0.051077605432458206,intra,,
float64,cache cache,AN,0.05629532457922837,intra,,
float64,cache cache,AN,0.13354539989287206,intra,,
float64,cache cache,AN,0.08345421306784884,intra,,
float64,cache cache,AN,0.048578797090799375,intra,,
float64,cache cache,AN,0.06475487750148035,intra,,
float64,cache cache,AN,0.08711515006695503,intra,,
float64,cache cache,AN,0.08604442395754608,intra,,
float64,cache cache,AN,0.06188570485557199,intra,,
float64,cache cache,AN,0.08246111663720701,intra,,
float64,cache cache,AN,0.08750881298871582,intra,,
float64,cache cache,AN,0.12217450444603017,intra,,
